date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:48:05	80183/80183	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634a1be0-13937%22	https://brucecai55520.gitee.io/bruceblog/assets/js/13.569cc711.js	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/js/13.569cc711.js	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:05	166481/166481	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634a1be0-28a51%22	https://brucecai55520.gitee.io/bruceblog/assets/js/14.95f8ce1d.js	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/js/14.95f8ce1d.js	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:06	57380/57380	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634a1be0-e024%22	https://brucecai55520.gitee.io/bruceblog/assets/js/15.d418b103.js	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/js/15.d418b103.js	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:06	22045/22045	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634a1be0-561d%22	https://brucecai55520.gitee.io/bruceblog/assets/js/16.b9b87f51.js	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/js/16.b9b87f51.js	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:06	71288/71288	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634a1be0-11678%22	https://brucecai55520.gitee.io/bruceblog/assets/js/17.89a4707d.js	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/js/17.89a4707d.js	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:06	105707/105707	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634a1be0-19ceb%22	https://brucecai55520.gitee.io/bruceblog/assets/js/18.c9369269.js	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/js/18.c9369269.js	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:07	258828/258828	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634a1be0-3f30c%22	https://brucecai55520.gitee.io/bruceblog/assets/js/19.d2f46331.js	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/js/19.d2f46331.js	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:07	703/703	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634a1be0-2bf%22	https://brucecai55520.gitee.io/bruceblog/assets/js/20.fef359ab.js	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/js/20.fef359ab.js	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:07	307/307	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634a1be0-133%22	https://brucecai55520.gitee.io/bruceblog/assets/js/21.f3e66835.js	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/js/21.f3e66835.js	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:07	17925/17925	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634a1be0-4605%22	https://brucecai55520.gitee.io/bruceblog/assets/js/22.d459473d.js	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/js/22.d459473d.js	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:07	2033/2033	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634a1be0-7f1%22	https://brucecai55520.gitee.io/bruceblog/assets/js/23.a16134d5.js	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/js/23.a16134d5.js	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:08	31915/31915	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634a1be0-7cab%22	https://brucecai55520.gitee.io/bruceblog/assets/js/24.55fe850c.js	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/js/24.55fe850c.js	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:08	40695/40695	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634a1be0-9ef7%22	https://brucecai55520.gitee.io/bruceblog/assets/js/25.49ad2272.js	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/js/25.49ad2272.js	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:08	10670/10670	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634a1be0-29ae%22	https://brucecai55520.gitee.io/bruceblog/assets/js/26.b03ef2fc.js	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/js/26.b03ef2fc.js	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:08	11827/11827	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634a1be0-2e33%22	https://brucecai55520.gitee.io/bruceblog/assets/js/27.c12033df.js	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/js/27.c12033df.js	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:09	51795/51795	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634a1be0-ca53%22	https://brucecai55520.gitee.io/bruceblog/assets/js/28.78b29e40.js	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/js/28.78b29e40.js	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:09	55492/55492	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634a1be0-d8c4%22	https://brucecai55520.gitee.io/bruceblog/assets/js/29.a9055f8f.js	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/js/29.a9055f8f.js	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:09	190851/190851	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634a1be0-2e983%22	https://brucecai55520.gitee.io/bruceblog/assets/js/3.118fd75b.js	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/js/3.118fd75b.js	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:09	16699/16699	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634a1be0-413b%22	https://brucecai55520.gitee.io/bruceblog/assets/js/30.58b7fbb7.js	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/js/30.58b7fbb7.js	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:09	3235/3235	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634a1be0-ca3%22	https://brucecai55520.gitee.io/bruceblog/assets/js/31.e9d892fa.js	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/js/31.e9d892fa.js	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:10	79145/79145	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634a1be0-13529%22	https://brucecai55520.gitee.io/bruceblog/assets/js/32.3e39e56d.js	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/js/32.3e39e56d.js	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:10	66883/66883	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634a1be0-10543%22	https://brucecai55520.gitee.io/bruceblog/assets/js/33.4ffdef8a.js	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/js/33.4ffdef8a.js	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:10	52405/52405	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634a1be0-ccb5%22	https://brucecai55520.gitee.io/bruceblog/assets/js/35.2c978cfc.js	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/js/35.2c978cfc.js	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:10	118626/118626	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634a1be0-1cf62%22	https://brucecai55520.gitee.io/bruceblog/assets/js/36.476ca199.js	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/js/36.476ca199.js	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:11	21337/21337	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634a1be0-5359%22	https://brucecai55520.gitee.io/bruceblog/assets/js/37.b8f7eec4.js	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/js/37.b8f7eec4.js	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:11	78662/78662	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634a1be0-13346%22	https://brucecai55520.gitee.io/bruceblog/assets/js/38.0125cf1e.js	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/js/38.0125cf1e.js	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:11	8744/8744	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634a1be0-2228%22	https://brucecai55520.gitee.io/bruceblog/assets/js/39.75b15a37.js	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/js/39.75b15a37.js	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:11	189904/189904	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634a1be0-2e5d0%22	https://brucecai55520.gitee.io/bruceblog/assets/js/4.4fd96b9d.js	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/js/4.4fd96b9d.js	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:11	123442/123442	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634a1be0-1e232%22	https://brucecai55520.gitee.io/bruceblog/assets/js/40.ad8fa4d1.js	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/js/40.ad8fa4d1.js	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:12	100031/100031	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634a1be0-186bf%22	https://brucecai55520.gitee.io/bruceblog/assets/js/41.5877c34f.js	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/js/41.5877c34f.js	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:12	13461/13461	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634a1be0-3495%22	https://brucecai55520.gitee.io/bruceblog/assets/js/42.fa05716e.js	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/js/42.fa05716e.js	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:12	45400/45400	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634a1be0-b158%22	https://brucecai55520.gitee.io/bruceblog/assets/js/43.5954ffe8.js	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/js/43.5954ffe8.js	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:12	33901/33901	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634a1be0-846d%22	https://brucecai55520.gitee.io/bruceblog/assets/js/44.d7373724.js	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/js/44.d7373724.js	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:13	4677/4677	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634a1be0-1245%22	https://brucecai55520.gitee.io/bruceblog/assets/js/45.dc9a5839.js	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/js/45.dc9a5839.js	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:13	22809/22809	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634a1be0-5919%22	https://brucecai55520.gitee.io/bruceblog/assets/js/46.77645d1c.js	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/js/46.77645d1c.js	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:13	441920/441920	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634a1be0-6be40%22	https://brucecai55520.gitee.io/bruceblog/assets/js/47.1e005bed.js	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/js/47.1e005bed.js	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:13	36482/36482	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634a1be0-8e82%22	https://brucecai55520.gitee.io/bruceblog/assets/js/48.5e77d7ff.js	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/js/48.5e77d7ff.js	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:13	1878/1878	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634a1be0-756%22	https://brucecai55520.gitee.io/bruceblog/assets/js/49.0b30af0e.js	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/js/49.0b30af0e.js	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:14	322375/322375	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634a1be0-4eb47%22	https://brucecai55520.gitee.io/bruceblog/assets/js/5.b47bdd56.js	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/js/5.b47bdd56.js	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:14	98181/98181	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634a1be0-17f85%22	https://brucecai55520.gitee.io/bruceblog/assets/js/50.4270848d.js	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/js/50.4270848d.js	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:14	4481/4481	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634a1be0-1181%22	https://brucecai55520.gitee.io/bruceblog/assets/js/51.69652ec3.js	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/js/51.69652ec3.js	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:14	10083/10083	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634a1be0-2763%22	https://brucecai55520.gitee.io/bruceblog/assets/js/52.ebde1952.js	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/js/52.ebde1952.js	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:15	17601/17601	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634a1be0-44c1%22	https://brucecai55520.gitee.io/bruceblog/assets/js/53.c99dfb46.js	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/js/53.c99dfb46.js	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:15	222759/222759	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634a1be0-36627%22	https://brucecai55520.gitee.io/bruceblog/assets/js/6.5f8b1556.js	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/js/6.5f8b1556.js	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:15	51427/51427	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634a1be0-c8e3%22	https://brucecai55520.gitee.io/bruceblog/assets/js/7.4509cb6d.js	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/js/7.4509cb6d.js	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:15	509/509	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634a1be0-1fd%22	https://brucecai55520.gitee.io/bruceblog/assets/js/8.244413e3.js	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/js/8.244413e3.js	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:15	599/599	---MCZ	200	added ('OK')	application/javascript	etag:W/%22634a1be0-257%22	https://brucecai55520.gitee.io/bruceblog/assets/js/9.b74a9359.js	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/js/9.b74a9359.js	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:16	59734/59734	---MCZ	200	added ('OK')	text/html	etag:W/%22634a1be0-e956%22	https://brucecai55520.gitee.io/bruceblog/notes/nodejs/express.html	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/notes/nodejs/express.html	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:16	56184/56184	---MCZ	200	added ('OK')	text/html	etag:W/%22634a1be0-db78%22	https://brucecai55520.gitee.io/bruceblog/notes/nodejs/mysql.html	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/notes/nodejs/mysql.html	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:16	225772/225772	---MCZ	200	added ('OK')	text/html	etag:W/%22634a1be0-371ec%22	https://brucecai55520.gitee.io/bruceblog/notes/nodejs/ev_api_server.html	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/notes/nodejs/ev_api_server.html	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/node.html)
11:48:17	160402/160402	---M--	200	added ('OK')	image/png	etag:%22634a1be0-27292%22	https://brucecai55520.gitee.io/bruceblog/assets/img/Session.c66d5499.png	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/img/Session.c66d5499.png	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/mysql.html)
11:48:17	122468/122468	---M--	200	added ('OK')	image/png	etag:%22634a1be0-1de64%22	https://brucecai55520.gitee.io/bruceblog/assets/img/JWT.6a82c41d.png	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/img/JWT.6a82c41d.png	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/mysql.html)
11:48:17	91940/91940	---M--	200	added ('OK')	image/png	etag:%22634a1be0-16724%22	https://brucecai55520.gitee.io/bruceblog/assets/img/ev_users.77f8cdd3.png	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/img/ev_users.77f8cdd3.png	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/ev_api_server.html)
11:48:17	76602/76602	---M--	200	added ('OK')	image/png	etag:%22634a1be0-12b3a%22	https://brucecai55520.gitee.io/bruceblog/assets/img/ev_article_cate.f52fe7ce.png	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/img/ev_article_cate.f52fe7ce.png	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/ev_api_server.html)
11:48:18	106743/106743	---M--	200	added ('OK')	image/png	etag:%22634a1be0-1a0f7%22	https://brucecai55520.gitee.io/bruceblog/assets/img/ev_articles.01220b03.png	C:/My%20Web%20Sites/nodejs/brucecai55520.gitee.io/bruceblog/assets/img/ev_articles.01220b03.png	(from https://brucecai55520.gitee.io/bruceblog/notes/nodejs/ev_api_server.html)
